,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1137,0,0,0.0,4
1,1118,5,14,0.016710642040457344,4
2,1118,0,18,0.0,4
3,1118,0,19,0.0008795074758135445,4
4,1118,0,19,0.0,4
5,1117,0,20,0.0008795074758135445,4
6,1117,0,20,0.0,4
7,1117,0,19,0.0,4
8,1115,0,21,0.002638522427440633,4
9,1113,0,23,0.002638522427440633,4
10,1113,0,23,0.0008795074758135445,4
11,1113,0,23,0.0008795074758135445,4
12,1112,2,21,0.002638522427440633,4
13,1111,0,26,0.002638522427440633,4
14,1110,0,27,0.0008795074758135445,4
15,1110,0,25,0.0,4
16,1107,2,27,0.0043975373790677225,4
17,1106,1,26,0.001759014951627089,4
18,1106,0,29,0.003518029903254178,4
19,1107,0,29,0.001759014951627089,4
20,1107,0,30,0.0008795074758135445,4
21,1107,0,28,0.0,4
22,1108,0,27,0.001759014951627089,4
23,1108,0,27,0.001759014951627089,4
24,1109,0,27,0.001759014951627089,4
25,1109,0,25,0.0008795074758135445,4
26,1110,0,26,0.002638522427440633,4
27,1108,2,22,0.003518029903254178,4
28,1109,2,26,0.005277044854881266,4
29,1109,0,27,0.0,4
30,1109,0,27,0.0008795074758135445,4
31,1110,0,24,0.0008795074758135445,4
32,1112,0,24,0.002638522427440633,4
33,1112,0,23,0.0008795074758135445,4
34,1113,0,23,0.001759014951627089,4
35,1113,1,22,0.0008795074758135445,4
36,1113,1,21,0.0008795074758135445,4
37,1115,0,22,0.001759014951627089,4
38,1115,0,20,0.0,4
39,1113,0,22,0.0043975373790677225,4
40,1113,0,22,0.001759014951627089,4
41,1113,0,24,0.001759014951627089,4
42,1113,0,23,0.0,4
43,1113,0,21,0.0008795074758135445,4
44,1114,0,22,0.002638522427440633,4
45,1115,0,21,0.0008795074758135445,4
46,1115,0,19,0.0008795074758135445,4
47,1114,0,23,0.003518029903254178,4
48,1114,0,22,0.0,4
49,1114,1,20,0.0008795074758135445,4
50,1113,0,21,0.002638522427440633,4
51,1110,0,26,0.005277044854881266,4
52,1110,1,25,0.0008795074758135445,4
53,1111,0,25,0.0008795074758135445,4
54,1111,1,24,0.0008795074758135445,4
55,1111,0,25,0.001759014951627089,4
56,1110,0,27,0.001759014951627089,4
57,1103,2,31,0.006156552330694811,4
58,1104,0,30,0.0008795074758135445,4
59,1105,0,30,0.002638522427440633,4
60,1105,0,31,0.001759014951627089,4
61,1099,3,35,0.006156552330694811,4
62,1097,0,36,0.003518029903254178,4
63,1099,0,38,0.003518029903254178,4
64,1099,0,38,0.0,4
65,1099,0,36,0.0,4
66,1099,0,35,0.001759014951627089,4
67,1101,1,32,0.002638522427440633,4
68,1102,0,32,0.002638522427440633,4
69,1105,0,30,0.002638522427440633,4
70,1105,0,31,0.001759014951627089,4
71,1106,0,28,0.0008795074758135445,4
72,1107,1,26,0.002638522427440633,4
73,1107,0,29,0.002638522427440633,4
74,1108,0,27,0.0008795074758135445,4
75,1109,0,26,0.001759014951627089,4
76,1106,1,29,0.0043975373790677225,4
77,1105,1,29,0.001759014951627089,4
78,1105,1,28,0.001759014951627089,4
79,1104,0,28,0.005277044854881266,4
80,1104,2,30,0.0043975373790677225,4
81,1105,0,30,0.0008795074758135445,4
82,1106,1,29,0.001759014951627089,4
83,1107,0,28,0.0008795074758135445,4
84,1108,0,29,0.001759014951627089,4
85,1108,0,27,0.0,4
86,1108,0,28,0.001759014951627089,4
87,1108,0,28,0.0008795074758135445,4
88,1109,0,25,0.0008795074758135445,4
89,1111,0,22,0.002638522427440633,4
90,1110,0,25,0.005277044854881266,4
91,1111,0,26,0.001759014951627089,4
92,1111,0,22,0.0,4
93,1113,0,22,0.003518029903254178,4
94,1113,0,20,0.001759014951627089,4
95,1114,1,20,0.003518029903254178,4
96,1113,0,22,0.003518029903254178,4
